fen,evaluation
r4rk1/1p1bqppp/p2b1n2/4pP2/3nP3/PNNBB3/1P4PP/R2Q1RK1 w - - 1 18,0
2r2rk1/p3qp2/np2pN1Q/3b3p/2R5/PP4P1/5P1P/4R1K1 b - - 1 23,752
r4rk1/1p1bqppp/p2b1n2/4pP2/3NP3/P1NBB3/1P4PP/R2Q1RK1 b - - 0 18,-28
r4rk1/1p1bqppp/p2b1n2/5P2/3BP3/P1NB4/1P4PP/R2Q1RK1 b - - 0 19,-2
r3k2r/pp1bqppp/2nbpn2/8/4P3/PNNBB3/1P3PPP/R2QK2R b KQkq - 2 14,23
2r2rk1/pb2qp2/np2p2Q/3B3p/2R3N1/PP4P1/5P1P/4R1K1 b - - 0 22,715
r4rk1/1p1bqppp/p1nbpn2/8/4PP2/PNNBB3/1P4PP/R2Q1RK1 b - - 0 16,31
r4rk1/1p1bqppp/p4n2/2B2P2/4P3/P1NB4/1P4PP/R2Q1RK1 b - - 0 20,24
r3k2r/pp1bqppp/2n1pn2/8/1b2P3/1NNB4/PP1B1PPP/R2QK2R w KQkq - 9 13,60
r4rk1/1p1bqppp/p2b1n2/5P2/3pP3/P1NBB3/1P4PP/R2Q1RK1 w - - 0 19,0
r4rk1/1p1b1ppp/p4n2/2q2P2/4P3/P1NB4/1P4PP/R2Q1RK1 w - - 0 21,28
r4rk1/1p1bqppp/p4n2/2b2P2/3BP3/P1NB4/1P4PP/R2Q1RK1 w - - 1 20,33
r3k2r/1p1bqppp/p1nbpn2/8/4P3/PNNBB3/1P3PPP/R2Q1RK1 b kq - 1 15,41
2r2rk1/p4p2/np2pq1Q/3b3p/2R5/PP4P1/5P1P/4R1K1 w - - 0 24,751
r4rk1/1p3ppp/p1b2n2/2q2P2/4P3/P1NB4/1P4PP/R2Q1R1K w - - 2 22,30
r4rk1/1p1bqppp/p1nbpn2/8/4P3/PNNBB3/1P3PPP/R2Q1RK1 w - - 2 16,56
r3r1k1/1p3ppp/p1b2n2/2q2P2/4P3/P1NB2Q1/1P4PP/R4R1K b - - 5 23,0
3rr1k1/1p3ppp/p1b2n2/2q2P2/4P3/P1NB2Q1/1P4PP/R4R1K w - - 6 24,-8
r4rk1/1p3ppp/p1b2n2/2q2P2/4P3/P1NB1Q2/1P4PP/R4R1K b - - 3 22,19
r4rk1/1p1bqppp/p1nb1n2/4pP2/4P3/PNNBB3/1P4PP/R2Q1RK1 b - - 0 17,6
rnbqkbnr/pp1ppppp/2p5/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,56
r4rk1/1p1bqppp/p1nb1n2/4p3/4PP2/PNNBB3/1P4PP/R2Q1RK1 w - - 0 17,11
2r1k2r/pbqnbpp1/1pp1pn1p/3p4/2PP4/1PNBPN2/PBQ2PPP/2R2RK1 w k - 2 12,90
2r1k2r/pbqnbpp1/1pp1pn1p/3p4/2PP4/1PNBPN2/PB2QPPP/2R2RK1 b k - 3 12,80
r4rk1/1p1b1ppp/p4n2/2q2P2/4P3/P1NB4/1P4PP/R2Q1R1K b - - 1 21,11
2r2rk1/pbqnbpp1/1pp1pn1p/3p4/2PP4/1PNBPN2/PB2QPPP/2R2RK1 w - - 4 13,99
2r2rk1/pbqnbpp1/2p1pn1p/1p2N3/2BP4/1PN1P3/PB2QPPP/2R2RK1 w - - 0 15,63
r3k2r/1p1bqppp/p1nbpn2/8/4P3/PNNBB3/1P3PPP/R2QK2R w KQkq - 0 15,28
2r2rk1/pbqnbpp1/1pp1pn1p/3pN3/2PP4/1PNBP3/PB2QPPP/2R2RK1 b - - 5 13,68
r3k2r/pbqnbpp1/1pp1pn1p/3p4/2PP4/1PNBPN2/PBQ2PPP/R4RK1 w kq - 0 11,73
r3r1k1/1p3ppp/p1b2n2/2q2P2/4P3/P1NB1Q2/1P4PP/R4R1K w - - 4 23,37
2r2rk1/pbqnbpp1/1pp1pn1p/4N3/2BP4/1PN1P3/PB2QPPP/2R2RK1 b - - 0 14,37
2r2rk1/pbqnbpp1/1pp1pn1p/4N3/2pP4/1PNBP3/PB2QPPP/2R2RK1 w - - 0 14,80
2r2rk1/pbqnbpp1/2p1pn1p/1p2N3/3P4/1PNBP3/PB2QPPP/2R2RK1 b - - 1 15,70
1qrr2k1/1b2bpp1/p1p1p2p/1pP5/P7/1P1BP3/1B2QPPP/2R2RK1 b - - 0 20,179
1qrr2k1/1b2bpp1/p1p1p2p/1pn5/P2P4/1P1BP3/1B2QPPP/2R2RK1 w - - 0 20,167
r3k2r/pbqnbpp1/1pp1pn1p/3p4/2PP4/1PNBPN2/PBQ2PPP/2R2RK1 b kq - 1 11,58
1qr2rk1/1b1nbpp1/p1p1pn1p/1p2N3/P2P4/1PNBP3/1B2QPPP/2R2RK1 w - - 1 17,113
1qrr2k1/1b1nbpp1/p1p1p2p/1pN5/P2P4/1P1BP3/1B2QPPP/2R2RK1 b - - 3 19,149
1qrr2k1/1b1nbpp1/p1p1p2p/1p6/P2PN3/1P1BP3/1B2QPPP/2R2RK1 w - - 2 19,152
2r2rk1/1bqnbpp1/p1p1pn1p/1p2N3/3P4/1PNBP3/PB2QPPP/2R2RK1 w - - 0 16,67
1qr2bk1/1b3p2/p1p1p1pp/1pPr4/P3Q3/1P1BP3/1B3PPP/2R2RK1 w - - 0 23,102
1qr2rk1/1b1nbpp1/p1p1p2p/1p6/P2PN3/1P1BP3/1B2QPPP/2R2RK1 b - - 1 18,114
1qr2rk1/1b1Nbpp1/p1p1pn1p/1p6/P2P4/1PNBP3/1B2QPPP/2R2RK1 b - - 0 17,126
1qr3k1/1b3pb1/p1p1p1pp/1pPr4/P7/1P1BPQ2/1B3PPP/2R2RK1 w - - 2 24,91
2r2rk1/1bqnbpp1/p1p1pn1p/1p2N3/P2P4/1PNBP3/1B2QPPP/2R2RK1 b - - 0 16,84
1qr2bk1/1b3p2/p1p1p1pp/1pPr4/P7/1P1BPQ2/1B3PPP/2R2RK1 b - - 1 23,98
1qr2bk1/1b3pp1/p1p1p2p/1pPr4/P5Q1/1P1BP3/1B3PPP/2R2RK1 w - - 3 22,91
3r4/5pk1/p1Q1p1pp/1pP1q3/P7/1P2P3/5PPP/5RK1 b - - 0 29,53
1qr5/1b3pk1/p1p1p1pp/1pPr4/P7/1P1BPQ2/5PPP/2R2RK1 w - - 0 25,86
3r4/5pk1/p1Q1p1pp/2P1q3/P7/4P3/5PPP/5RK1 b - - 0 30,0
8/5pk1/Q3p1pp/2P1q3/P7/4P3/3r1PPP/5RK1 b - - 0 31,0
1qrr4/1b3pk1/p1p1p1pp/1pP5/P3B3/1P2PQ2/5PPP/2R2RK1 w - - 2 26,95
1qr2rk1/1b1nbpp1/p1p1p2p/1p6/P2P4/1PNBP3/1B2QPPP/2R2RK1 w - - 0 18,125
8/5pk1/Q3p1pp/2q5/P7/4P3/3r1PPP/5RK1 w - - 0 32,0
1qrr4/1b3pk1/p1p1p1pp/1pP5/P3B3/1P2PQ2/5PPP/3R1RK1 b - - 3 26,20
2rR4/1b3pk1/p1p1p1pp/1pP1q3/P3B3/1P2PQ2/5PPP/5RK1 b - - 0 27,45
3r4/1b3pk1/p1p1p1pp/1pP1q3/P3B3/1P2PQ2/5PPP/5RK1 w - - 0 28,55
1qr3k1/1b2bpp1/p1p1p2p/1pPr4/P5Q1/1P1BP3/1B3PPP/2R2RK1 b - - 2 21,89
8/5pk1/4p1pp/8/P7/2q1P3/3r1PPP/R4QK1 b - - 3 33,0
3r4/5pk1/p1b1p1pp/1pP1q3/P7/1P2PQ2/5PPP/5RK1 w - - 0 29,58
2rr4/1b3pk1/p1p1p1pp/1pP1q3/P3B3/1P2PQ2/5PPP/3R1RK1 w - - 4 27,60
8/5pk1/4p1pp/8/P7/4P3/1q1r1PPP/3R1QK1 b - - 5 34,0
3r4/5pk1/p1Q1p1pp/2P1q3/p7/1P2P3/5PPP/5RK1 w - - 0 30,40
8/5pk1/Q3p1pp/8/P7/2q1P3/3r1PPP/R5K1 w - - 2 33,0
8/5pk1/4p1pp/P7/8/2q1P3/2r2PPP/3R1QK1 w - - 1 36,10
1qr2bk1/1b3pp1/p1p1p2p/1pPr4/P3Q3/1P1BP3/1B3PPP/2R2RK1 b - - 4 22,80
8/5pk1/P3p1pp/8/8/4P3/1q3QPP/R5K1 b - - 0 38,0
8/5pk1/P3p1pp/8/8/4P3/1qr2PPP/R4QK1 b - - 0 37,0
8/5pk1/4p1pp/P7/8/2q1P3/2r2PPP/R4QK1 b - - 2 36,0
8/5pk1/P3p1pp/8/8/4P3/5QPP/q5K1 w - - 0 39,0
8/5pk1/P3p1pp/8/8/4P3/1q3rPP/R4QK1 w - - 0 38,0
8/5pk1/P3p1pp/q7/8/4P3/6PP/5QK1 w - - 2 40,0
8/5pk1/P3p1p1/q6p/7P/4P3/6P1/5QK1 b - - 0 41,0
8/5pk1/4p1pp/8/P7/4P3/1qr2PPP/3R1QK1 w - - 6 35,0
8/5pk1/Pq4p1/4p2p/4P2P/8/6P1/5QK1 w - - 1 43,0
8/5pk1/P5p1/q3p2p/4P2P/8/6PK/5Q2 w - - 3 44,0
8/5pk1/P5p1/q3p2p/4P2P/8/4Q1PK/8 b - - 4 44,0
8/5pk1/Pq4p1/4p2p/4P2P/8/6PK/5Q2 b - - 2 43,0
8/5pk1/P5p1/q3p2p/7P/4P3/6P1/5QK1 w - - 0 42,0
5k2/5p2/P5p1/q3p2p/4P2P/8/4Q1PK/8 w - - 5 45,0
8/5pk1/P3p1pp/q7/8/4P2P/6P1/5QK1 b - - 0 40,0
5k2/5p2/P5p1/q3p2p/4P2P/3Q4/6PK/8 b - - 6 45,0
8/4kp2/P5p1/q3p2p/2Q1P2P/8/6PK/8 b - - 8 46,0
8/5pk1/P1Q3p1/q3p2p/4P2P/8/6PK/8 w - - 11 48,0
8/5pk1/P5p1/q3p2p/4P2P/8/6P1/5QK1 b - - 0 42,0
8/5pk1/P2Q2p1/q3p2p/4P2P/8/6PK/8 b - - 12 48,0
8/5p2/P1Q2kp1/q3p2p/4P2P/8/6PK/8 b - - 10 47,0
8/5pk1/P5p1/4p2p/4P2P/3Q4/6PK/q7 b - - 14 49,0
8/5pk1/P5p1/4p2p/4P2P/3Q3K/6P1/4q3 b - - 16 50,0
8/4kp2/P5p1/q3p2p/4P2P/3Q4/6PK/8 w - - 7 46,0
8/5pk1/P2Q2p1/4p2p/4P2P/8/6PK/q7 w - - 13 49,0
8/5p2/P4kp1/q3p2p/2Q1P2P/8/6PK/8 w - - 9 47,0
8/5pk1/P5p1/4p2p/4P2P/3Q4/6PK/4q3 w - - 15 50,0
8/5pk1/4p1pp/P7/8/4P3/1qr2PPP/R4QK1 w - - 3 37,0
8/P2Q1p1k/6p1/4p2p/4P2P/6K1/6P1/7q b - - 4 53,0
3r4/1b3pk1/p1B1p1pp/1pP1q3/P7/1P2PQ2/5PPP/5RK1 b - - 0 28,26
8/P2Q1p1k/6p1/4p2p/4P2P/6K1/6P1/4q3 w - - 5 54,0
8/P2Q1p1k/6p1/4p2p/4P2P/7K/6P1/7q w - - 3 53,0
8/5pk1/P3p1p1/q6p/8/4P2P/6P1/5QK1 w - - 0 41,0
8/P2Q1p1k/6p1/4p2p/4P2P/7K/6P1/q7 b - - 2 52,0
8/P2Q1p1k/6p1/4p2p/4P2q/8/6PK/8 w - - 0 55,0
8/5pk1/P3p1pp/8/8/4P3/6PP/q4QK1 b - - 1 39,0
8/5pk1/4p1pp/P7/8/4P3/1qr2PPP/3R1QK1 b - - 0 35,0
8/P4p1k/6p1/4p2p/4P2P/3Q3K/6P1/q7 w - - 1 52,0
8/P2Q1p1k/6p1/4p2p/4P2P/8/6PK/4q3 b - - 6 54,0
8/P2Q1p1k/6p1/4p2p/4P2q/8/6P1/6K1 b - - 1 55,0
8/5p1k/P5p1/4p2p/4P2P/3Q3K/6P1/4q3 w - - 17 51,0
8/P2Q1p1k/6p1/4p2p/4P3/8/6P1/4q1K1 w - - 2 56,0
8/5pk1/Q3p1pp/2q5/P7/4P3/3r1PPP/R5K1 b - - 1 32,8
8/5pk1/p1Q1p1pp/2P1q3/P7/4P3/3r1PPP/5RK1 w - - 1 31,0
8/P2Q1p1k/6p1/4p2p/4P3/8/6PK/4q3 b - - 3 56,0
8/5pk1/4p1pp/8/P7/4P3/1q1r1PPP/R4QK1 w - - 4 34,2
1qr3k1/1b3pB1/p1p1p1pp/1pPr4/P7/1P1BPQ2/5PPP/2R2RK1 b - - 0 24,85
8/P4p1k/6p1/4p2p/4P2P/3Q3K/6P1/4q3 b - - 0 51,0
1qr5/1b3pk1/p1p1p1pp/1pPr4/P3B3/1P2PQ2/5PPP/2R2RK1 b - - 1 25,83
r2qr1k1/1bp1bppp/p2p1n2/np2p3/P3P3/2PP1N2/BP1N1PPP/R1BQR1K1 b - - 2 12,25
r2qr1k1/1b2bpp1/p2p1n1p/np2p3/P1pPP3/2P2NN1/BP3PPP/R1BQR1K1 b - - 0 17,-5
r2q1rk1/1b2bppp/p2p1n2/npp1p1N1/P3P3/2PP4/BP3PPP/R1BQRNK1 b - - 3 14,9
r2qr1k1/1b2bppp/p2p1n2/npp1p1N1/P3P3/2PP4/BP1N1PPP/R1BQR1K1 b - - 1 13,-6
1qr3k1/1b2bpp1/p1p1p2p/1pPr4/P7/1P1BP3/1B2QPPP/2R2RK1 w - - 1 21,174
r2q1rk1/1bp1bppp/p1np1n2/1p2p3/P3P3/1B1P1N2/1PPN1PPP/R1BQR1K1 b - - 1 10,41
r2q1rk1/1b2bppp/p2p1n2/np2p1N1/P1p1P3/2PP2N1/BP3PPP/R1BQR1K1 b - - 1 15,-23
r2qr1k1/1b2bppp/p2p1n2/npp1p3/P3P3/2PP1N2/BP1N1PPP/R1BQR1K1 w - - 0 13,30
r2q1rk1/1b2bppp/p2p1n2/npp1p1N1/P3P3/2PP4/BP1N1PPP/R1BQR1K1 w - - 2 14,27
r2qrbk1/1b3pp1/p2p1n1p/np1Pp3/P1p1P3/2P2NN1/BP3PPP/R1BQR1K1 b - - 0 18,-7
r2qr1k1/1b2bpp1/p2p1n1p/np2p3/P1p1P3/2PP1NN1/BP3PPP/R1BQR1K1 w - - 2 17,0
r2q1rk1/1b2bpp1/p2p1n1p/np2p1N1/P1p1P3/2PP2N1/BP3PPP/R1BQR1K1 w - - 0 16,0
r2qr1k1/1bp1bppp/p1np1n2/1p2p3/P3P3/1B1P1N2/1PPN1PPP/R1BQR1K1 w - - 2 11,48
r2qrbk1/1b3pp1/p2p1n1p/np2p3/P1pPP3/2P2NN1/BP3PPP/R1BQR1K1 w - - 1 18,0
r2qr1k1/1bp1bppp/p1np1n2/1p2p3/P3P3/1BPP1N2/1P1N1PPP/R1BQR1K1 b - - 0 11,34
r2qr1k1/1bp1bppp/p2p1n2/np2p3/P3P3/1BPP1N2/1P1N1PPP/R1BQR1K1 w - - 1 12,22
r1bqkb1r/1p1n1p2/p2ppn1p/6p1/3NP1P1/1PN4P/P1P2PB1/R1BQK2R w KQkq - 1 10,53
r2q1rk1/1b2bpp1/p2p1n1p/np2p3/P1p1P3/2PP1NN1/BP3PPP/R1BQR1K1 b - - 1 16,0
r1bqkb1r/1p3p2/p2ppn1p/4n1p1/3NP1P1/1PN4P/PBP2PB1/R2QK2R w KQkq - 3 11,63
r2q1rk1/1b2bppp/p2p1n2/np2p1N1/P1p1P3/2PP4/BP3PPP/R1BQRNK1 w - - 0 15,-7
rnbqkb1r/pp3ppp/3ppn2/8/3NP1P1/2N5/PPP2P1P/R1BQKB1R b KQkq - 0 6,77
rnbqkb1r/1p3p2/p2ppn1p/6p1/3NP1P1/1PN4P/P1P2PB1/R1BQK2R b KQkq - 0 9,79
r3kb1r/1pqb1p2/p2ppn1p/4n1p1/3NPPP1/1PN4P/PBPQ2B1/2KR3R b kq - 0 13,64
rnbqkb1r/1p3p2/p2ppn1p/6p1/3NP1P1/2N4P/PPP2PB1/R1BQK2R w KQkq - 0 9,78
r2qkb1r/1p1b1p2/p2ppn1p/4n1p1/3NP1P1/1PN4P/PBPQ1PB1/R3K2R w KQkq - 5 12,52
rnbqkb1r/1p3pp1/p2ppn1p/8/3NP1P1/2N4P/PPP2P2/R1BQKB1R w KQkq - 0 8,38
r2qkb1r/1p1b1p2/p2ppn1p/4n1p1/3NP1P1/1PN4P/PBPQ1PB1/2KR3R b kq - 6 12,80
r1bqkb1r/1p3p2/p2ppn1p/4n1p1/3NP1P1/1PN4P/PBPQ1PB1/R3K2R b KQkq - 4 11,62
rnbqkb1r/pp3pp1/3ppn1p/8/3NP1P1/2N5/PPP2P1P/R1BQKB1R w KQkq - 0 7,86
r3kb1r/1pqb1p2/p2ppn1p/4n3/3NPpP1/1PN4P/PBPQ2B1/2KR3R w kq - 0 14,61
r1bqkb1r/1p1n1p2/p2ppn1p/6p1/3NP1P1/1PN4P/PBP2PB1/R2QK2R b KQkq - 2 10,59
rnbqkb1r/1p3pp1/p2ppn1p/8/3NP1P1/2N4P/PPP2PB1/R1BQK2R b KQkq - 1 8,27
r3kb1r/1pqb1p2/p2ppn1p/4n1p1/3NP1P1/1PN4P/PBPQ1PB1/2KR3R w kq - 7 13,59
2kr3r/1pqbbp2/p2ppn1p/4n3/3NPNP1/1P5P/PBPQ2B1/2KR3R w - - 1 16,65
1kbr4/1pq1bp1r/p2ppn1p/4n3/4PNP1/1P4NP/PBPQ2B1/1K1R1R2 b - - 8 19,68
r3k2r/1pqbbp2/p2ppn1p/4n3/3NPpP1/1P5P/PBPQN1B1/2KR3R w kq - 2 15,65
r3k2r/1pqbbp2/p2ppn1p/4n3/3NPNP1/1P5P/PBPQ2B1/2KR3R b kq - 0 15,68
2kr3r/1pqbbp2/p2ppn1p/4n3/3NPNP1/1P5P/PBPQ2B1/1K1R3R b - - 2 16,54
1k1r3r/1pqbbp2/p2ppn1p/4n3/3NPNP1/1P5P/PBPQ2B1/1K1R3R w - - 3 17,63
1kbr4/2q1bp1r/pp1ppn1p/4n3/4PNP1/1P4NP/PBPQ2B1/1K1R1R2 w - - 0 20,54
1kbr4/1pq1bp1r/p2ppn1p/4n3/4PNP1/1P5P/PBPQN1B1/1K1R1R2 w - - 7 19,83
r3kb1r/1pqb1p2/p2ppn1p/4n3/3NPpP1/1P5P/PBPQN1B1/2KR3R b kq - 1 14,72
1k1r4/1bq1bpr1/pp1ppN1Q/4n3/4P1P1/1P5P/PBP3B1/1K1R1R2 b - - 0 24,109
1k1r4/1bq1bpr1/pp1ppN1p/4n3/4P1P1/1P5P/PBPQ2B1/1K1R1R2 w - - 2 24,148
1kbr4/2q1bp1r/pp1ppn1p/4n2N/4PNP1/1P5P/PBPQ2B1/1K1R1R2 b - - 1 20,53
1k1r3r/1pqbbp2/p2ppn1p/4n3/3NPNP1/1P5P/PBPQ2B1/1K1R1R2 b - - 4 17,49
1k1r4/1bqnbp1r/pp1pp2p/4N2N/4P1P1/1P5P/PBPQ2B1/1K1R1R2 b - - 0 22,26
rnbqkb1r/pp3pp1/3ppn1p/8/3NP1P1/2N4P/PPP2P2/R1BQKB1R b KQkq - 0 7,44
1kbr4/2qnbp1r/pp1pp2p/4n2N/4P1P1/1P1N3P/PBPQ2B1/1K1R1R2 b - - 3 21,41
1kbr3r/1pq1bp2/p2ppn1p/4n3/4PNP1/1P5P/PBPQN1B1/1K1R1R2 b - - 6 18,56
1k1r4/1bq1bp1r/pp1ppN1p/4n3/4P1P1/1P5P/PBPQ2B1/1K1R1R2 b - - 1 23,112
1kr5/1bq1bp2/pp1ppNr1/4n3/4P1PQ/1P5P/PBPR2B1/1K3R2 b - - 4 26,101
1kbr4/2qnbp1r/pp1pp2p/4n2N/4PNP1/1P5P/PBPQ2B1/1K1R1R2 w - - 2 21,35
1k1r4/1bq1bp2/pp1ppNrQ/4n3/4P1P1/1P5P/PBP3B1/1K1R1R2 w - - 1 25,94
1kr5/1bq1bp2/pp1ppNr1/4n3/4P1PQ/1P5P/PBP3B1/1K1R1R2 w - - 3 26,105
1kbr3r/1pq1bp2/p2ppn1p/4n3/3NPNP1/1P5P/PBPQ2B1/1K1R1R2 w - - 5 18,97
2r5/kbq1bp2/pp1ppNr1/4n3/4P1PQ/1P5P/PBPR2B1/1K3R2 w - - 5 27,89
2r5/kbq1bp2/pp1ppNr1/4n1P1/4P2Q/1P5P/PBPR2B1/1K3R2 b - - 0 27,116
2r5/kb2bp2/pp1ppNr1/2q1n1P1/4P2Q/1P5P/PBPR2B1/1K3R2 w - - 1 28,92
2r5/kb2bp2/pp1ppNr1/2q1n1P1/4PQ2/1P5P/PBPR2B1/1K3R2 b - - 2 28,94
2r5/kb3p2/1pnppPr1/2q5/4PQ1P/pP6/P1PR4/BK1R1B2 b - - 0 33,0
2r5/kb2bp2/1p1ppNr1/p1q1n1P1/4PQ2/1P5P/PBPR2B1/1K1R4 b - - 1 29,82
2r5/kb3p2/1p1ppP2/2q1n2P/4PQ2/pP6/P1PRB1r1/BK1R4 b - - 0 35,0
1k1r4/1bq1bp2/pp1ppNr1/4n3/4P1PQ/1P5P/PBP3B1/1K1R1R2 b - - 2 25,97
1k1r4/1bq1bp1r/pp1pp2p/4n2N/4P1P1/1P5P/PBPQ2B1/1K1R1R2 w - - 0 23,87
1k1r4/1bqnbp1r/pp1pp2p/4n2N/4P1P1/1P1N3P/PBPQ2B1/1K1R1R2 w - - 4 22,56
2r5/kb2bp2/1p1ppNr1/2q1n1P1/4PQ2/pP5P/P1PR4/BK1R1B2 b - - 1 31,82
2r5/kb2bp2/1p1ppNr1/2q1n1P1/p3PQ2/1P5P/PBPR4/1K1R1B2 b - - 1 30,89
2r5/kb3p2/1pqppP2/4B2P/4PQ2/pP6/P1PRB1r1/1K1R4 b - - 0 36,173
2r5/kb3p2/1pnppbr1/2q3P1/4PQ1P/pP6/P1PR4/BK1R1B2 w - - 0 33,99
2r5/kb3p2/1p1ppPr1/2q1n3/4PQ1P/pP6/P1PR4/BK1R1B2 w - - 1 34,42
2r5/kb2bp2/1pnppNr1/2q3P1/4PQ2/pP5P/P1PR4/BK1R1B2 w - - 2 32,94
2r5/kb3p2/1pq1pP2/4Q2P/4P3/pP6/P1PRB1r1/1K1R4 b - - 0 37,185
2r5/kb3p2/1pqppP2/4n2P/4PQ2/pP6/P1PRB1r1/BK1R4 w - - 1 36,161
2r5/kb3p2/1p2pP2/6rP/4Q3/pP6/P1PRB3/1K1R4 b - - 0 39,133
2r5/kb3p2/1p1ppP2/2q1n3/4PQ1P/pP6/P1PRB1r1/BK1R4 w - - 3 35,27
2r5/kb2bp2/1p1ppNr1/p1q1n1P1/4PQ2/1P5P/PBPR2B1/1K3R2 w - - 0 29,111
2r5/kb2bp2/1pnppNr1/2q3P1/4PQ1P/pP6/P1PR4/BK1R1B2 b - - 0 32,109
2r5/k4p2/4pP2/1p1r3P/4b3/pP6/P1PR4/2KB1R2 w - - 0 43,296
2r5/k4p2/1p2pP2/5r1P/4b3/pP6/P1PRB3/2K2R2 b - - 3 41,186
2r5/kb2bp2/1p1ppNr1/2q1n1P1/p3PQ2/1P5P/PBPR2B1/1K1R4 w - - 0 30,85
2r5/k4p2/1p2pP2/3r3P/4b3/pP6/P1PR4/2KB1R2 b - - 5 42,213
2r5/kb3p2/1p2pP2/6rP/3Qq3/pP6/P1PRB3/1K1R4 w - - 0 39,182
2r5/k4p2/1p2pP2/6rP/4b3/pP6/P1PRB3/2KR4 b - - 1 40,139
2r5/kb2bp2/1p1ppNr1/2q1n1P1/4PQ2/pP5P/PBPR4/1K1R1B2 w - - 0 31,60
2r5/kb3p2/1pq1pP2/4Q1rP/4P3/pP6/P1PRB3/1K1R4 w - - 1 38,168
2r5/k4p2/1p2pP2/3r3P/4b3/pP6/P1PRB3/2K2R2 w - - 4 42,247
2r5/k4p2/1p2pP2/6rP/4b3/pP6/P1PRB3/1K1R4 w - - 0 40,144
2r5/k4p2/4pP2/1p5P/4bR2/pP6/P1Pr4/2KB4 w - - 0 44,348
2r5/kb3p2/1pq1pP2/4p2P/4PQ2/pP6/P1PRB1r1/1K1R4 w - - 0 37,151
3r4/k4p2/4pP2/1p3b1P/5R2/pP6/P1P5/2KB4 w - - 3 46,308
3r4/k4p2/4pP2/1p5P/4bR2/pP6/P1PK4/3B4 w - - 1 45,368
2r5/kb3p2/1pq1pP2/6rP/3QP3/pP6/P1PRB3/1K1R4 b - - 2 38,144
2r5/k4p2/4pP2/1p1r3P/4bR2/pP6/P1PR4/2KB4 b - - 1 43,324
2r5/kb3p2/1p1ppPr1/2q1n3/4PQ1P/pP6/P1PRB3/BK1R4 b - - 2 34,37
3r4/k4p2/4pP2/1p3b1P/1R6/pP6/P1P5/2KB4 b - - 4 46,351
2r5/k4p2/4pP2/1p5P/4bR2/pP6/P1PK4/3B4 b - - 0 44,365
2r5/k4p2/1p2pP2/5r1P/4b3/pP6/P1PRB3/2KR4 w - - 2 41,206
3r4/5p2/4pP2/1R3b1P/3k4/pP6/P1P1B3/2K5 w - - 1 49,346
3r4/5p2/1k2pP2/1p3b1P/1R6/pP6/P1P5/2KB4 w - - 5 47,347
3r4/k4p2/4pP2/1p5P/4bR2/pP6/P1P5/2KB4 b - - 2 45,355
5r2/R4p2/4pP2/5b1P/5k2/pP6/P1P5/2KB4 w - - 7 52,393
3r4/5p2/4pP2/1pk2b1P/1R6/pP6/P1P1B3/2K5 w - - 7 48,346
3r4/5p2/4pP2/R4b1P/8/pP2k3/P1P5/2KB4 b - - 4 50,419
3r4/5p2/1k2pP2/1p3b1P/1R6/pP6/P1P1B3/2K5 b - - 6 47,362
3r4/5p2/4pP2/R4b1P/3k4/pP6/P1P1B3/2K5 b - - 2 49,379
5r2/5p2/5P2/4pb1P/5k2/RP6/P1P5/2KB4 w - - 0 53,433
5r2/5p2/5P2/1P3b1P/4pk2/R7/P1P5/2KB4 b - - 0 54,447
5r2/5p2/5P2/4pb1P/1P3k2/R7/P1P5/2KB4 b - - 0 53,386
5r2/5p2/1P3P2/7P/4bk2/R3p3/P1P5/2KB4 w - - 1 56,496
3r4/R4p2/4pP2/5b1P/5k2/pP6/P1P5/2KB4 b - - 6 51,395
5r2/5p2/1P3P2/4k2P/R3b3/4p3/P1P5/2KB4 w - - 3 57,497
5r2/5p2/5P2/1P3b1P/5k2/R3p3/P1P5/2KB4 w - - 0 55,484
3r4/5p2/4pP2/R4b1P/5k2/pP6/P1P5/2KB4 w - - 5 51,431
3r4/5p2/4pP2/R4b1P/8/pP2k3/P1P1B3/2K5 w - - 3 50,397
5r2/5p2/1P3P2/5b1P/5k2/R3p3/P1P5/2KB4 b - - 0 55,486
5r2/5p2/4pP2/5b1P/5k2/RP6/P1P5/2KB4 b - - 0 52,419
5r2/5p2/5P2/5b1P/1P2pk2/R7/P1P5/2KB4 w - - 0 54,427
5r2/5p2/1P3P2/7P/R3bk2/4p3/P1P5/2KB4 b - - 2 56,513
5r2/R4p2/1P3P2/4k2P/4b3/4p3/P1P5/2KB4 b - - 4 57,481
3r4/5p2/4pP2/1Rk2b1P/8/pP6/P1P1B3/2K5 b - - 0 48,394
r1bqk2r/pp2bppp/n3pn2/2Pp4/2P2B2/2N2N2/PP2PPPP/R2QKB1R w KQkq - 1 7,58
5r2/R4p2/1P3P2/7P/P3bk2/4p3/2P5/2KB4 b - - 0 58,603
rnbqk2r/pp2bppp/4pn2/2Pp4/2P2B2/2N2N2/PP2PPPP/R2QKB1R b KQkq - 0 6,48
6r1/5R2/1P3P2/7P/P3bk2/4p3/2P5/2KB4 b - - 0 59,734
r1bqk2r/pp2bppp/n3pn2/2Pp4/2P2B2/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 7,51
rnbqk2r/pp2bppp/4pn2/2pp4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6,34
